cliente,estado,fechaHora,fecha,idMesa,numMesa,discoteca
Julio Ramirez,Cancelado,2023-07-16 00:00:00,2023-07-19,104,3,Forum
Carla Torres,Confirmado,2023-07-16 00:00:00,2023-07-17,106,5,Forum
Juan Diaz,Confirmado,2023-07-16 00:00:00,2023-07-20,106,5,Forum
Carlos Lopez,Confirmado,2023-07-16 00:00:00,2023-07-22,108,7,Forum
Carlos Torres,Confirmado,2023-07-16 00:00:00,2023-07-18,110,9,Forum
Carlos Pedregal,Confirmado,2023-07-16 00:00:00,2023-07-21,110,9,Forum
Belen Pedregal,Confirmado,2023-07-16 00:00:00,2023-07-18,112,11,Forum
Rodrigo Lopez,Confirmado,2023-07-16 00:00:00,2023-07-17,113,12,Forum
Carla Alonso,Confirmado,2023-07-16 00:00:00,2023-07-18,113,12,Forum
Fausto Jimenez,Cancelado,2023-07-16 00:00:00,2023-07-18,114,13,Forum
Maria Martines,Confirmado,2023-07-16 00:00:00,2023-07-19,116,15,Forum
Enrique Lopez,Confirmado,2023-07-16 00:00:00,2023-07-20,116,15,Forum
Belen Pedregal,Confirmado,2023-07-16 00:00:00,2023-07-17,117,16,Forum
Julio Lopez,Confirmado,2023-07-16 00:00:00,2023-07-18,118,17,Forum
Belen Castillo,Cancelado,2023-07-16 00:00:00,2023-07-19,118,17,Forum
Belen Martines,Confirmado,2023-07-16 00:00:00,2023-07-18,119,18,Forum
Carlos Torres,Confirmado,2023-07-16 00:00:00,2023-07-19,119,18,Forum
Julio Perez,Confirmado,2023-07-16 00:00:00,2023-07-22,119,18,Forum
Carla Fernandez,Confirmado,2023-07-16 00:00:00,2023-07-20,120,19,Forum
Bruno Castillo,Confirmado,2023-07-16 00:00:00,2023-07-17,121,20,Forum
Carla Fernandez,Confirmado,2023-07-16 00:00:00,2023-07-18,121,20,Forum
Facundo Gonzales,Confirmado,2023-07-16 00:00:00,2023-07-20,121,20,Forum
Bruno Alonso,Confirmado,2023-07-16 00:00:00,2023-07-16,122,21,Forum
Tatiana Garcia,Confirmado,2023-07-16 00:00:00,2023-07-20,122,21,Forum
Pedro Garcia,Confirmado,2023-07-16 00:00:00,2023-07-18,123,22,Forum
Juan Garcia,Confirmado,2023-07-16 00:00:00,2023-07-18,124,23,Forum
Enrique Garcia,Confirmado,2023-07-16 00:00:00,2023-07-21,125,24,Forum
Pedro Alonso,Confirmado,2023-07-16 00:00:00,2023-07-16,126,25,Forum
Bruno Diaz,Confirmado,2023-07-16 00:00:00,2023-07-21,127,26,Forum
Enrique Lopez,Confirmado,2023-07-17 00:00:00,2023-07-20,17,2,Pacha
Pedro Jimenez,Confirmado,2023-07-17 00:00:00,2023-07-18,18,3,Pacha
Belen Diaz,Confirmado,2023-07-17 00:00:00,2023-07-20,18,3,Pacha
Carlos Pedregal,Confirmado,2023-07-17 00:00:00,2023-07-22,19,4,Pacha
Pedro Sanchez,Confirmado,2023-07-17 00:00:00,2023-07-18,20,5,Pacha
Belen Alonso,Confirmado,2023-07-17 00:00:00,2023-07-21,20,5,Pacha
Tatiana Martines,Confirmado,2023-07-17 00:00:00,2023-07-18,21,6,Pacha
Maria Diaz,Confirmado,2023-07-17 00:00:00,2023-07-22,21,6,Pacha
Rodrigo Garcia,Confirmado,2023-07-17 00:00:00,2023-07-20,27,12,Pacha
Julio Lopez,Cancelado,2023-07-17 00:00:00,2023-07-19,28,13,Pacha
Bruno Fernandez,Confirmado,2023-07-17 00:00:00,2023-07-19,30,15,Pacha
Carlos Pedregal,Confirmado,2023-07-17 00:00:00,2023-07-19,31,16,Pacha
Bruno Fernandez,Confirmado,2023-07-17 00:00:00,2023-07-19,32,17,Pacha
Carla Diaz,Confirmado,2023-07-17 00:00:00,2023-07-22,32,17,Pacha
Juan Diaz,Confirmado,2023-07-17 00:00:00,2023-07-20,58,1,Zouk Boulevard
Fausto Garcia,Confirmado,2023-07-17 00:00:00,2023-07-21,59,2,Zouk Boulevard
Belen Castillo,Confirmado,2023-07-17 00:00:00,2023-07-20,61,4,Zouk Boulevard
Rodrigo Perez,Confirmado,2023-07-17 00:00:00,2023-07-22,65,8,Zouk Boulevard
Enrique Diaz,Confirmado,2023-07-17 00:00:00,2023-07-19,66,9,Zouk Boulevard
Alejandro Lopez,Confirmado,2023-07-17 00:00:00,2023-07-20,66,9,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-07-17 00:00:00,2023-07-22,66,9,Zouk Boulevard
Rodrigo Lopez,Confirmado,2023-07-17 00:00:00,2023-07-18,67,10,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-17 00:00:00,2023-07-20,67,10,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-07-17 00:00:00,2023-07-18,68,11,Zouk Boulevard
Alejandro Torres,Confirmado,2023-07-17 00:00:00,2023-07-18,69,12,Zouk Boulevard
Alejandro Torres,Cancelado,2023-07-17 00:00:00,2023-07-20,69,12,Zouk Boulevard
Maria Jimenez,Confirmado,2023-07-17 00:00:00,2023-07-19,71,14,Zouk Boulevard
Belen Garcia,Confirmado,2023-07-17 00:00:00,2023-07-19,72,15,Zouk Boulevard
Juan Fernandez,Confirmado,2023-07-17 00:00:00,2023-07-20,72,15,Zouk Boulevard
Pedro Jimenez,Cancelado,2023-07-17 00:00:00,2023-07-19,73,16,Zouk Boulevard
Julio Ramirez,Confirmado,2023-07-17 00:00:00,2023-07-19,74,17,Zouk Boulevard
Bruno Alonso,Confirmado,2023-07-17 00:00:00,2023-07-22,74,17,Zouk Boulevard
Carlos Lopez,Confirmado,2023-07-17 00:00:00,2023-07-22,75,18,Zouk Boulevard
Juan Garcia,Confirmado,2023-07-17 00:00:00,2023-07-18,102,1,Forum
Facundo Ramirez,Confirmado,2023-07-17 00:00:00,2023-07-18,105,4,Forum
Maria Castillo,Confirmado,2023-07-17 00:00:00,2023-07-20,107,6,Forum
Rodrigo Alonso,Confirmado,2023-07-17 00:00:00,2023-07-22,107,6,Forum
Maria Pedregal,Confirmado,2023-07-17 00:00:00,2023-07-20,108,7,Forum
Belen Alonso,Confirmado,2023-07-17 00:00:00,2023-07-21,108,7,Forum
Rodrigo Garcia,Confirmado,2023-07-17 00:00:00,2023-07-20,110,9,Forum
Rodrigo Garcia,Confirmado,2023-07-17 00:00:00,2023-07-22,110,9,Forum
Carla Fernandez,Confirmado,2023-07-17 00:00:00,2023-07-19,113,12,Forum
Rodrigo Diaz,Confirmado,2023-07-17 00:00:00,2023-07-22,113,12,Forum
Carla Gonzales,Confirmado,2023-07-17 00:00:00,2023-07-21,114,13,Forum
Carlos Lopez,Confirmado,2023-07-17 00:00:00,2023-07-18,115,14,Forum
Maria Castillo,Confirmado,2023-07-17 00:00:00,2023-07-20,115,14,Forum
Facundo Gonzales,Confirmado,2023-07-17 00:00:00,2023-07-21,115,14,Forum
Rodrigo Lopez,Confirmado,2023-07-17 00:00:00,2023-07-18,116,15,Forum
Maria Sanchez,Confirmado,2023-07-17 00:00:00,2023-07-22,116,15,Forum
Maria Diaz,Confirmado,2023-07-17 00:00:00,2023-07-19,117,16,Forum
Rodrigo Alonso,Confirmado,2023-07-17 00:00:00,2023-07-18,120,19,Forum
Pedro Martines,Confirmado,2023-07-17 00:00:00,2023-07-19,120,19,Forum
Juan Fernandez,Confirmado,2023-07-17 00:00:00,2023-07-19,122,21,Forum
Carlos Lopez,Confirmado,2023-07-17 00:00:00,2023-07-19,124,23,Forum
Julio Garcia,Confirmado,2023-07-17 00:00:00,2023-07-21,124,23,Forum
Julio Ramirez,Confirmado,2023-07-17 00:00:00,2023-07-18,127,26,Forum
Bruno Castillo,Confirmado,2023-07-18 00:00:00,2023-07-19,16,1,Pacha
Facundo Gonzales,Cancelado,2023-07-18 00:00:00,2023-07-20,16,1,Pacha
Bruno Gonzales,Confirmado,2023-07-18 00:00:00,2023-07-21,18,3,Pacha
Tatiana Garcia,Confirmado,2023-07-18 00:00:00,2023-07-21,19,4,Pacha
Carla Alonso,Confirmado,2023-07-18 00:00:00,2023-07-19,20,5,Pacha
Enrique Lopez,Confirmado,2023-07-18 00:00:00,2023-07-19,21,6,Pacha
Rodrigo Lopez,Confirmado,2023-07-18 00:00:00,2023-07-22,25,10,Pacha
Rodrigo Lopez,Confirmado,2023-07-18 00:00:00,2023-07-21,26,11,Pacha
Carlos Lopez,Confirmado,2023-07-18 00:00:00,2023-07-22,26,11,Pacha
Maria Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-21,27,12,Pacha
Rodrigo Perez,Confirmado,2023-07-18 00:00:00,2023-07-21,29,14,Pacha
Tatiana Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-21,30,15,Pacha
Rodrigo Sanchez,Confirmado,2023-07-18 00:00:00,2023-07-20,32,17,Pacha
Carla Diaz,Confirmado,2023-07-18 00:00:00,2023-07-21,58,1,Zouk Boulevard
Bruno Alonso,Confirmado,2023-07-18 00:00:00,2023-07-22,60,3,Zouk Boulevard
Maria Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-20,65,8,Zouk Boulevard
Maria Castillo,Confirmado,2023-07-18 00:00:00,2023-07-19,67,10,Zouk Boulevard
Bruno Jimenez,Confirmado,2023-07-18 00:00:00,2023-07-22,68,11,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-18 00:00:00,2023-07-21,70,13,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-18 00:00:00,2023-07-20,71,14,Zouk Boulevard
Bruno Diaz,Confirmado,2023-07-18 00:00:00,2023-07-21,72,15,Zouk Boulevard
Bruno Martines,Confirmado,2023-07-18 00:00:00,2023-07-21,74,17,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-07-18 00:00:00,2023-07-19,103,2,Forum
Enrique Perez,Cancelado,2023-07-18 00:00:00,2023-07-20,103,2,Forum
Facundo Perez,Confirmado,2023-07-18 00:00:00,2023-07-22,104,3,Forum
Pedro Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-19,106,5,Forum
Enrique Perez,Confirmado,2023-07-18 00:00:00,2023-07-19,108,7,Forum
Enrique Diaz,Confirmado,2023-07-18 00:00:00,2023-07-19,109,8,Forum
Maria Martines,Confirmado,2023-07-18 00:00:00,2023-07-20,111,10,Forum
Rodrigo Sanchez,Confirmado,2023-07-18 00:00:00,2023-07-21,111,10,Forum
Enrique Perez,Confirmado,2023-07-18 00:00:00,2023-07-22,111,10,Forum
Rodrigo Martines,Confirmado,2023-07-18 00:00:00,2023-07-19,112,11,Forum
Rodrigo Lopez,Confirmado,2023-07-18 00:00:00,2023-07-21,112,11,Forum
Pedro Martines,Confirmado,2023-07-18 00:00:00,2023-07-22,112,11,Forum
Enrique Perez,Confirmado,2023-07-18 00:00:00,2023-07-21,116,15,Forum
Pedro Gonzales,Confirmado,2023-07-18 00:00:00,2023-07-22,117,16,Forum
Maria Diaz,Confirmado,2023-07-18 00:00:00,2023-07-20,118,17,Forum
Tatiana Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-21,120,19,Forum
Pedro Alonso,Confirmado,2023-07-18 00:00:00,2023-07-22,120,19,Forum
Bruno Alonso,Confirmado,2023-07-18 00:00:00,2023-07-21,121,20,Forum
Rodrigo Garcia,Confirmado,2023-07-18 00:00:00,2023-07-21,122,21,Forum
Julio Garcia,Confirmado,2023-07-18 00:00:00,2023-07-21,123,22,Forum
Enrique Perez,Confirmado,2023-07-18 00:00:00,2023-07-19,125,24,Forum
Carlos Lopez,Cancelado,2023-07-18 00:00:00,2023-07-20,125,24,Forum
Pedro Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-19,126,25,Forum
Carla Fernandez,Confirmado,2023-07-18 00:00:00,2023-07-22,126,25,Forum
Carlos Perez,Confirmado,2023-07-18 00:00:00,2023-07-20,127,26,Forum
Maria Pedregal,Confirmado,2023-07-18 00:00:00,2023-07-22,127,26,Forum
Juan Diaz,Confirmado,2023-07-18 00:00:00,2023-07-20,128,27,Forum
Maria Diaz,Confirmado,2023-07-19 00:00:00,2023-07-22,18,3,Pacha
Carla Sanchez,Confirmado,2023-07-19 00:00:00,2023-07-21,25,10,Pacha
Pedro Alonso,Confirmado,2023-07-19 00:00:00,2023-07-20,26,11,Pacha
Maria Pedregal,Confirmado,2023-07-19 00:00:00,2023-07-22,27,12,Pacha
Rodrigo Perez,Confirmado,2023-07-19 00:00:00,2023-07-20,28,13,Pacha
Rodrigo Lopez,Confirmado,2023-07-19 00:00:00,2023-07-21,28,13,Pacha
Enrique Martines,Confirmado,2023-07-19 00:00:00,2023-07-20,29,14,Pacha
Rodrigo Perez,Confirmado,2023-07-19 00:00:00,2023-07-22,29,14,Pacha
Julio Ramirez,Confirmado,2023-07-19 00:00:00,2023-07-22,31,16,Pacha
Facundo Perez,Confirmado,2023-07-19 00:00:00,2023-07-21,65,8,Zouk Boulevard
Juan Fernandez,Confirmado,2023-07-19 00:00:00,2023-07-21,66,9,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-07-19 00:00:00,2023-07-22,72,15,Zouk Boulevard
Maria Jimenez,Confirmado,2023-07-19 00:00:00,2023-07-22,73,16,Zouk Boulevard
Rodrigo Alonso,Confirmado,2023-07-19 00:00:00,2023-07-20,75,18,Zouk Boulevard
Alejandro Torres,Confirmado,2023-07-19 00:00:00,2023-07-21,75,18,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-07-19 00:00:00,2023-07-21,77,20,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-07-19 00:00:00,2023-07-20,102,1,Forum
Maria Diaz,Confirmado,2023-07-19 00:00:00,2023-07-21,102,1,Forum
Facundo Sanchez,Confirmado,2023-07-19 00:00:00,2023-07-21,103,2,Forum
Carla Torres,Confirmado,2023-07-19 00:00:00,2023-07-21,106,5,Forum
Rodrigo Gonzales,Confirmado,2023-07-19 00:00:00,2023-07-21,107,6,Forum
Carla Alonso,Confirmado,2023-07-19 00:00:00,2023-07-20,109,8,Forum
Carlos Pedregal,Confirmado,2023-07-19 00:00:00,2023-07-21,113,12,Forum
Enrique Gonzales,Confirmado,2023-07-19 00:00:00,2023-07-20,114,13,Forum
Rodrigo Gonzales,Confirmado,2023-07-19 00:00:00,2023-07-21,117,16,Forum
Enrique Lopez,Confirmado,2023-07-19 00:00:00,2023-07-20,119,18,Forum
Carlos Perez,Confirmado,2023-07-19 00:00:00,2023-07-21,119,18,Forum
Bruno Jimenez,Confirmado,2023-07-19 00:00:00,2023-07-22,121,20,Forum
Rodrigo Gonzales,Confirmado,2023-07-19 00:00:00,2023-07-20,123,22,Forum
Juan Fernandez,Confirmado,2023-07-19 00:00:00,2023-07-22,123,22,Forum
Julio Perez,Confirmado,2023-07-19 00:00:00,2023-07-22,125,24,Forum
Tatiana Pedregal,Confirmado,2023-07-19 00:00:00,2023-07-22,128,27,Forum
Carla Sanchez,Confirmado,2023-07-20 00:00:00,2023-07-21,16,1,Pacha
Maria Pedregal,Confirmado,2023-07-20 00:00:00,2023-07-22,16,1,Pacha
Julio Perez,Confirmado,2023-07-20 00:00:00,2023-07-22,17,2,Pacha
Carla Sanchez,Confirmado,2023-07-20 00:00:00,2023-07-22,28,13,Pacha
Maria Pedregal,Confirmado,2023-07-20 00:00:00,2023-07-21,31,16,Pacha
Facundo Ramirez,Confirmado,2023-07-20 00:00:00,2023-07-21,32,17,Pacha
Bruno Martines,Confirmado,2023-07-20 00:00:00,2023-07-22,59,2,Zouk Boulevard
Enrique Garcia,Confirmado,2023-07-20 00:00:00,2023-07-21,61,4,Zouk Boulevard
Pedro Gonzales,Cancelado,2023-07-20 00:00:00,2023-07-21,69,12,Zouk Boulevard
Enrique Lopez,Confirmado,2023-07-20 00:00:00,2023-07-21,71,14,Zouk Boulevard
Alejandro Pedregal,Confirmado,2023-07-20 00:00:00,2023-07-22,71,14,Zouk Boulevard
Carla Pedregal,Confirmado,2023-07-20 00:00:00,2023-07-21,73,16,Zouk Boulevard
Carlos Lopez,Confirmado,2023-07-20 00:00:00,2023-07-21,76,19,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-20 00:00:00,2023-07-22,77,20,Zouk Boulevard
Juan Diaz,Confirmado,2023-07-20 00:00:00,2023-07-22,103,2,Forum
Facundo Sanchez,Confirmado,2023-07-20 00:00:00,2023-07-21,104,3,Forum
Facundo Perez,Confirmado,2023-07-20 00:00:00,2023-07-21,105,4,Forum
Rodrigo Pedregal,Confirmado,2023-07-20 00:00:00,2023-07-22,105,4,Forum
Julio Ramirez,Confirmado,2023-07-20 00:00:00,2023-07-22,106,5,Forum
Carlos Lopez,Confirmado,2023-07-20 00:00:00,2023-07-21,109,8,Forum
Bruno Martines,Cancelado,2023-07-20 00:00:00,2023-07-22,114,13,Forum
Belen Alonso,Cancelado,2023-07-20 00:00:00,2023-07-22,115,14,Forum
Maria Jimenez,Confirmado,2023-07-20 00:00:00,2023-07-21,118,17,Forum
Julio Ramirez,Confirmado,2023-07-20 00:00:00,2023-07-22,124,23,Forum
Fausto Garcia,Confirmado,2023-07-20 00:00:00,2023-07-21,126,25,Forum
Rodrigo Garcia,Confirmado,2023-07-20 00:00:00,2023-07-21,128,27,Forum
Rodrigo Garcia,Confirmado,2023-07-21 00:00:00,2023-07-22,58,1,Zouk Boulevard
Bruno Jimenez,Confirmado,2023-07-21 00:00:00,2023-07-22,61,4,Zouk Boulevard
Julio Lopez,Confirmado,2023-07-21 00:00:00,2023-07-22,67,10,Zouk Boulevard
Tatiana Sanchez,Confirmado,2023-07-21 00:00:00,2023-07-22,69,12,Zouk Boulevard
Facundo Perez,Confirmado,2023-07-21 00:00:00,2023-07-22,70,13,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-07-21 00:00:00,2023-07-22,109,8,Forum
Alejandro Jimenez,Confirmado,2023-07-21 00:00:00,2023-07-22,118,17,Forum
Maria Sanchez,Confirmado,2023-07-21 00:00:00,2023-07-22,122,21,Forum
Julio Fernandez,Confirmado,2023-07-23 00:00:00,2023-07-26,16,1,Pacha
Alejandro Torres,Confirmado,2023-07-23 00:00:00,2023-07-28,16,1,Pacha
Tatiana Garcia,Confirmado,2023-07-23 00:00:00,2023-07-24,17,2,Pacha
Tatiana Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-28,18,3,Pacha
Rodrigo Perez,Confirmado,2023-07-23 00:00:00,2023-07-26,19,4,Pacha
Pedro Garcia,Confirmado,2023-07-23 00:00:00,2023-07-28,19,4,Pacha
Bruno Alonso,Confirmado,2023-07-23 00:00:00,2023-07-29,19,4,Pacha
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-24,20,5,Pacha
Maria Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-25,20,5,Pacha
Maria Martines,Confirmado,2023-07-23 00:00:00,2023-07-27,20,5,Pacha
Rodrigo Alonso,Confirmado,2023-07-23 00:00:00,2023-07-28,20,5,Pacha
Enrique Perez,Confirmado,2023-07-23 00:00:00,2023-07-23,21,6,Pacha
Enrique Perez,Confirmado,2023-07-23 00:00:00,2023-07-29,25,10,Pacha
Maria Castillo,Confirmado,2023-07-23 00:00:00,2023-07-25,26,11,Pacha
Carla Fernandez,Confirmado,2023-07-23 00:00:00,2023-07-26,26,11,Pacha
Carlos Pedregal,Cancelado,2023-07-23 00:00:00,2023-07-27,26,11,Pacha
Maria Castillo,Confirmado,2023-07-23 00:00:00,2023-07-24,27,12,Pacha
Bruno Gonzales,Confirmado,2023-07-23 00:00:00,2023-07-25,27,12,Pacha
Pedro Jimenez,Confirmado,2023-07-23 00:00:00,2023-07-23,29,14,Pacha
Facundo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-27,29,14,Pacha
Pedro Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-26,30,15,Pacha
Belen Garcia,Confirmado,2023-07-23 00:00:00,2023-07-29,30,15,Pacha
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-24,31,16,Pacha
Maria Jimenez,Confirmado,2023-07-23 00:00:00,2023-07-28,31,16,Pacha
Julio Garcia,Cancelado,2023-07-23 00:00:00,2023-07-23,32,17,Pacha
Carla Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-24,32,17,Pacha
Rodrigo Alonso,Confirmado,2023-07-23 00:00:00,2023-07-25,58,1,Zouk Boulevard
Carla Alonso,Confirmado,2023-07-23 00:00:00,2023-07-27,58,1,Zouk Boulevard
Bruno Castillo,Confirmado,2023-07-23 00:00:00,2023-07-24,59,2,Zouk Boulevard
Bruno Gonzales,Confirmado,2023-07-23 00:00:00,2023-07-27,59,2,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-28,59,2,Zouk Boulevard
Maria Martines,Confirmado,2023-07-23 00:00:00,2023-07-29,59,2,Zouk Boulevard
Carla Diaz,Confirmado,2023-07-23 00:00:00,2023-07-24,60,3,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-28,60,3,Zouk Boulevard
Maria Torres,Confirmado,2023-07-23 00:00:00,2023-07-24,61,4,Zouk Boulevard
Rodrigo Alonso,Confirmado,2023-07-23 00:00:00,2023-07-28,61,4,Zouk Boulevard
Carla Torres,Confirmado,2023-07-23 00:00:00,2023-07-26,65,8,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-27,65,8,Zouk Boulevard
Juan Fernandez,Confirmado,2023-07-23 00:00:00,2023-07-27,66,9,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-27,67,10,Zouk Boulevard
Pedro Martines,Confirmado,2023-07-23 00:00:00,2023-07-28,67,10,Zouk Boulevard
Carla Fernandez,Confirmado,2023-07-23 00:00:00,2023-07-28,68,11,Zouk Boulevard
Bruno Castillo,Confirmado,2023-07-23 00:00:00,2023-07-24,69,12,Zouk Boulevard
Facundo Perez,Confirmado,2023-07-23 00:00:00,2023-07-26,69,12,Zouk Boulevard
Carlos Torres,Confirmado,2023-07-23 00:00:00,2023-07-29,70,13,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-23,71,14,Zouk Boulevard
Fausto Garcia,Confirmado,2023-07-23 00:00:00,2023-07-24,71,14,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-28,71,14,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-07-23 00:00:00,2023-07-26,72,15,Zouk Boulevard
Maria Perez,Confirmado,2023-07-23 00:00:00,2023-07-25,73,16,Zouk Boulevard
Carla Diaz,Confirmado,2023-07-23 00:00:00,2023-07-24,76,19,Zouk Boulevard
Belen Martines,Confirmado,2023-07-23 00:00:00,2023-07-25,76,19,Zouk Boulevard
Maria Diaz,Cancelado,2023-07-23 00:00:00,2023-07-28,76,19,Zouk Boulevard
Maria Diaz,Confirmado,2023-07-23 00:00:00,2023-07-23,102,1,Forum
Tatiana Garcia,Confirmado,2023-07-23 00:00:00,2023-07-26,103,2,Forum
Maria Jimenez,Confirmado,2023-07-23 00:00:00,2023-07-29,103,2,Forum
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-25,104,3,Forum
Maria Torres,Confirmado,2023-07-23 00:00:00,2023-07-25,105,4,Forum
Maria Pedregal,Cancelado,2023-07-23 00:00:00,2023-07-26,105,4,Forum
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-23,106,5,Forum
Fausto Jimenez,Confirmado,2023-07-23 00:00:00,2023-07-24,106,5,Forum
Carla Alonso,Confirmado,2023-07-23 00:00:00,2023-07-24,107,6,Forum
Julio Ramirez,Confirmado,2023-07-23 00:00:00,2023-07-24,109,8,Forum
Carla Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-25,109,8,Forum
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-26,109,8,Forum
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-25,110,9,Forum
Carlos Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-26,110,9,Forum
Facundo Gonzales,Confirmado,2023-07-23 00:00:00,2023-07-28,110,9,Forum
Rodrigo Garcia,Confirmado,2023-07-23 00:00:00,2023-07-24,111,10,Forum
Maria Torres,Confirmado,2023-07-23 00:00:00,2023-07-24,112,11,Forum
Alejandro Torres,Cancelado,2023-07-23 00:00:00,2023-07-27,112,11,Forum
Maria Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-29,112,11,Forum
Rodrigo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-23,113,12,Forum
Facundo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-24,114,13,Forum
Bruno Alonso,Confirmado,2023-07-23 00:00:00,2023-07-27,114,13,Forum
Alejandro Lopez,Cancelado,2023-07-23 00:00:00,2023-07-26,115,14,Forum
Alejandro Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-27,115,14,Forum
Facundo Ramirez,Confirmado,2023-07-23 00:00:00,2023-07-23,116,15,Forum
Facundo Ramirez,Confirmado,2023-07-23 00:00:00,2023-07-29,116,15,Forum
Fausto Jimenez,Confirmado,2023-07-23 00:00:00,2023-07-24,117,16,Forum
Alejandro Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-24,118,17,Forum
Facundo Sanchez,Confirmado,2023-07-23 00:00:00,2023-07-26,118,17,Forum
Facundo Gonzales,Confirmado,2023-07-23 00:00:00,2023-07-27,118,17,Forum
Pedro Garcia,Confirmado,2023-07-23 00:00:00,2023-07-28,120,19,Forum
Tatiana Martines,Confirmado,2023-07-23 00:00:00,2023-07-23,122,21,Forum
Rodrigo Garcia,Confirmado,2023-07-23 00:00:00,2023-07-24,123,22,Forum
Rodrigo Gonzales,Confirmado,2023-07-23 00:00:00,2023-07-25,125,24,Forum
Belen Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-27,125,24,Forum
Rodrigo Lopez,Confirmado,2023-07-23 00:00:00,2023-07-24,126,25,Forum
Rodrigo Pedregal,Confirmado,2023-07-23 00:00:00,2023-07-24,127,26,Forum
Carlos Lopez,Confirmado,2023-07-23 00:00:00,2023-07-25,127,26,Forum
Tatiana Martines,Confirmado,2023-07-24 00:00:00,2023-07-25,16,1,Pacha
Tatiana Fernandez,Confirmado,2023-07-24 00:00:00,2023-07-27,17,2,Pacha
Rodrigo Gonzales,Confirmado,2023-07-24 00:00:00,2023-07-25,18,3,Pacha
Rodrigo Lopez,Confirmado,2023-07-24 00:00:00,2023-07-25,21,6,Pacha
Carlos Perez,Confirmado,2023-07-24 00:00:00,2023-07-25,25,10,Pacha
Rodrigo Diaz,Confirmado,2023-07-24 00:00:00,2023-07-29,26,11,Pacha
Rodrigo Pedregal,Confirmado,2023-07-24 00:00:00,2023-07-29,27,12,Pacha
Carla Fernandez,Confirmado,2023-07-24 00:00:00,2023-07-25,28,13,Pacha
Belen Garcia,Confirmado,2023-07-24 00:00:00,2023-07-25,30,15,Pacha
Maria Pedregal,Confirmado,2023-07-24 00:00:00,2023-07-26,32,17,Pacha
Pedro Alonso,Confirmado,2023-07-24 00:00:00,2023-07-28,58,1,Zouk Boulevard
Pedro Alonso,Confirmado,2023-07-24 00:00:00,2023-07-29,58,1,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-24 00:00:00,2023-07-27,60,3,Zouk Boulevard
Maria Jimenez,Confirmado,2023-07-24 00:00:00,2023-07-29,60,3,Zouk Boulevard
Maria Lopez,Confirmado,2023-07-24 00:00:00,2023-07-29,61,4,Zouk Boulevard
Bruno Fernandez,Cancelado,2023-07-24 00:00:00,2023-07-28,65,8,Zouk Boulevard
Pedro Pedregal,Confirmado,2023-07-24 00:00:00,2023-07-26,66,9,Zouk Boulevard
Carla Diaz,Confirmado,2023-07-24 00:00:00,2023-07-26,67,10,Zouk Boulevard
