cliente,estado,fechaHora,fecha,idMesa,discoteca
Carla Fernandez,Confirmado,2023-07-07 00:00:00,2023-07-08,120,Forum
Rodrigo Alonso,Confirmado,2023-07-09 00:00:00,2023-07-09,1,Malegria
Bruno Jimenez,Confirmado,2023-07-09 00:00:00,2023-07-13,1,Malegria
Maria Perez,Confirmado,2023-07-09 00:00:00,2023-07-14,1,Malegria
Pedro Jimenez,Confirmado,2023-07-09 00:00:00,2023-07-09,2,Malegria
Facundo Perez,Confirmado,2023-07-09 00:00:00,2023-07-10,2,Malegria
Maria Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-15,2,Malegria
Belen Alonso,Confirmado,2023-07-09 00:00:00,2023-07-14,4,Malegria
Enrique Garcia,Confirmado,2023-07-09 00:00:00,2023-07-09,7,Malegria
Carla Sanchez,Confirmado,2023-07-09 00:00:00,2023-07-11,9,Malegria
Tatiana Martines,Confirmado,2023-07-09 00:00:00,2023-07-12,9,Malegria
Tatiana Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-11,10,Malegria
Julio Fernandez,Confirmado,2023-07-09 00:00:00,2023-07-11,11,Malegria
Maria Castillo,Confirmado,2023-07-09 00:00:00,2023-07-13,11,Malegria
Rodrigo Diaz,Confirmado,2023-07-09 00:00:00,2023-07-14,12,Malegria
Carla Sanchez,Confirmado,2023-07-09 00:00:00,2023-07-15,12,Malegria
Julio Lopez,Confirmado,2023-07-09 00:00:00,2023-07-10,13,Malegria
Bruno Alonso,Confirmado,2023-07-09 00:00:00,2023-07-13,14,Malegria
Belen Diaz,Confirmado,2023-07-09 00:00:00,2023-07-10,15,Malegria
Bruno Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-11,15,Malegria
Rodrigo Garcia,Confirmado,2023-07-09 00:00:00,2023-07-13,15,Malegria
Belen Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-14,15,Malegria
Tatiana Martines,Confirmado,2023-07-09 00:00:00,2023-07-13,16,Pacha
Bruno Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-12,20,Pacha
Julio Garcia,Confirmado,2023-07-09 00:00:00,2023-07-09,21,Pacha
Carla Fernandez,Confirmado,2023-07-09 00:00:00,2023-07-10,21,Pacha
Maria Jimenez,Confirmado,2023-07-09 00:00:00,2023-07-14,21,Pacha
Maria Jimenez,Confirmado,2023-07-09 00:00:00,2023-07-10,25,Pacha
Tatiana Fernandez,Confirmado,2023-07-09 00:00:00,2023-07-12,25,Pacha
Facundo Perez,Confirmado,2023-07-09 00:00:00,2023-07-10,27,Pacha
Pedro Martines,Confirmado,2023-07-09 00:00:00,2023-07-10,28,Pacha
Maria Diaz,Confirmado,2023-07-09 00:00:00,2023-07-12,29,Pacha
Bruno Castillo,Confirmado,2023-07-09 00:00:00,2023-07-09,31,Pacha
Pedro Martines,Confirmado,2023-07-09 00:00:00,2023-07-13,31,Pacha
Juan Fernandez,Confirmado,2023-07-09 00:00:00,2023-07-14,58,Zouk Boulevard
Bruno Castillo,Confirmado,2023-07-09 00:00:00,2023-07-10,59,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-15,59,Zouk Boulevard
Maria Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-11,61,Zouk Boulevard
Rodrigo Alonso,Confirmado,2023-07-09 00:00:00,2023-07-14,61,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-10,65,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-12,65,Zouk Boulevard
Rodrigo Lopez,Confirmado,2023-07-09 00:00:00,2023-07-13,65,Zouk Boulevard
Bruno Diaz,Confirmado,2023-07-09 00:00:00,2023-07-10,66,Zouk Boulevard
Carlos Lopez,Confirmado,2023-07-09 00:00:00,2023-07-11,66,Zouk Boulevard
Facundo Ramirez,Confirmado,2023-07-09 00:00:00,2023-07-09,68,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-12,70,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-07-09 00:00:00,2023-07-14,70,Zouk Boulevard
Rodrigo Alonso,Confirmado,2023-07-09 00:00:00,2023-07-15,70,Zouk Boulevard
Belen Castillo,Confirmado,2023-07-09 00:00:00,2023-07-10,71,Zouk Boulevard
Maria Jimenez,Cancelado,2023-07-09 00:00:00,2023-07-12,71,Zouk Boulevard
Alejandro Lopez,Confirmado,2023-07-09 00:00:00,2023-07-10,72,Zouk Boulevard
Belen Diaz,Confirmado,2023-07-09 00:00:00,2023-07-10,73,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-09 00:00:00,2023-07-11,73,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-09,74,Zouk Boulevard
Enrique Diaz,Confirmado,2023-07-09 00:00:00,2023-07-10,74,Zouk Boulevard
Tatiana Sanchez,Confirmado,2023-07-09 00:00:00,2023-07-13,74,Zouk Boulevard
Maria Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-10,75,Zouk Boulevard
Enrique Martines,Confirmado,2023-07-09 00:00:00,2023-07-10,76,Zouk Boulevard
Carla Alonso,Confirmado,2023-07-09 00:00:00,2023-07-11,76,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-14,77,Zouk Boulevard
Pedro Garcia,Confirmado,2023-07-09 00:00:00,2023-07-15,77,Zouk Boulevard
Facundo Perez,Confirmado,2023-07-09 00:00:00,2023-07-11,102,Forum
Bruno Jimenez,Confirmado,2023-07-09 00:00:00,2023-07-09,103,Forum
Rodrigo Gonzales,Cancelado,2023-07-09 00:00:00,2023-07-10,103,Forum
Rodrigo Lopez,Confirmado,2023-07-09 00:00:00,2023-07-12,103,Forum
Bruno Alonso,Confirmado,2023-07-09 00:00:00,2023-07-10,104,Forum
Pedro Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-11,104,Forum
Rodrigo Garcia,Confirmado,2023-07-09 00:00:00,2023-07-13,104,Forum
Rodrigo Garcia,Confirmado,2023-07-09 00:00:00,2023-07-10,105,Forum
Rodrigo Sanchez,Confirmado,2023-07-09 00:00:00,2023-07-15,105,Forum
Belen Castillo,Confirmado,2023-07-09 00:00:00,2023-07-14,106,Forum
Enrique Lopez,Confirmado,2023-07-09 00:00:00,2023-07-13,108,Forum
Bruno Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-10,109,Forum
Rodrigo Lopez,Confirmado,2023-07-09 00:00:00,2023-07-13,109,Forum
Enrique Garcia,Confirmado,2023-07-09 00:00:00,2023-07-14,109,Forum
Julio Lopez,Confirmado,2023-07-09 00:00:00,2023-07-10,110,Forum
Facundo Perez,Confirmado,2023-07-09 00:00:00,2023-07-11,111,Forum
Julio Lopez,Confirmado,2023-07-09 00:00:00,2023-07-11,113,Forum
Belen Garcia,Confirmado,2023-07-09 00:00:00,2023-07-10,114,Forum
Rodrigo Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-13,114,Forum
Carla Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-10,115,Forum
Maria Lopez,Confirmado,2023-07-09 00:00:00,2023-07-13,115,Forum
Belen Alonso,Confirmado,2023-07-09 00:00:00,2023-07-14,116,Forum
Rodrigo Gonzales,Confirmado,2023-07-09 00:00:00,2023-07-10,117,Forum
Facundo Sanchez,Confirmado,2023-07-09 00:00:00,2023-07-13,117,Forum
Belen Diaz,Confirmado,2023-07-09 00:00:00,2023-07-12,119,Forum
Enrique Lopez,Confirmado,2023-07-09 00:00:00,2023-07-13,119,Forum
Alejandro Torres,Confirmado,2023-07-09 00:00:00,2023-07-13,120,Forum
Belen Castillo,Confirmado,2023-07-09 00:00:00,2023-07-14,120,Forum
Maria Lopez,Confirmado,2023-07-09 00:00:00,2023-07-15,120,Forum
Bruno Diaz,Confirmado,2023-07-09 00:00:00,2023-07-10,122,Forum
Facundo Ramirez,Confirmado,2023-07-09 00:00:00,2023-07-15,122,Forum
Maria Jimenez,Confirmado,2023-07-09 00:00:00,2023-07-15,123,Forum
Facundo Perez,Confirmado,2023-07-09 00:00:00,2023-07-11,124,Forum
Maria Fernandez,Cancelado,2023-07-09 00:00:00,2023-07-14,124,Forum
Maria Martines,Confirmado,2023-07-09 00:00:00,2023-07-15,124,Forum
Maria Perez,Confirmado,2023-07-09 00:00:00,2023-07-15,125,Forum
Carla Torres,Confirmado,2023-07-09 00:00:00,2023-07-12,126,Forum
Tatiana Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-13,126,Forum
Alejandro Pedregal,Confirmado,2023-07-09 00:00:00,2023-07-10,128,Forum
Facundo Ramirez,Confirmado,2023-07-09 00:00:00,2023-07-12,128,Forum
Maria Perez,Confirmado,2023-07-10 00:00:00,2023-07-11,4,Malegria
Bruno Diaz,Confirmado,2023-07-10 00:00:00,2023-07-13,8,Malegria
Fausto Jimenez,Confirmado,2023-07-10 00:00:00,2023-07-14,8,Malegria
Bruno Fernandez,Confirmado,2023-07-10 00:00:00,2023-07-13,9,Malegria
Maria Perez,Confirmado,2023-07-10 00:00:00,2023-07-12,11,Malegria
Julio Perez,Confirmado,2023-07-10 00:00:00,2023-07-11,13,Malegria
Bruno Alonso,Confirmado,2023-07-10 00:00:00,2023-07-11,16,Pacha
Maria Martines,Confirmado,2023-07-10 00:00:00,2023-07-14,16,Pacha
Facundo Gonzales,Confirmado,2023-07-10 00:00:00,2023-07-13,18,Pacha
Facundo Perez,Confirmado,2023-07-10 00:00:00,2023-07-15,19,Pacha
Enrique Garcia,Confirmado,2023-07-10 00:00:00,2023-07-11,20,Pacha
Facundo Gonzales,Confirmado,2023-07-10 00:00:00,2023-07-15,20,Pacha
Maria Lopez,Confirmado,2023-07-10 00:00:00,2023-07-12,21,Pacha
Enrique Gonzales,Confirmado,2023-07-10 00:00:00,2023-07-11,26,Pacha
Belen Alonso,Confirmado,2023-07-10 00:00:00,2023-07-12,26,Pacha
Rodrigo Fernandez,Confirmado,2023-07-10 00:00:00,2023-07-15,26,Pacha
Belen Alonso,Confirmado,2023-07-10 00:00:00,2023-07-13,27,Pacha
Rodrigo Diaz,Confirmado,2023-07-10 00:00:00,2023-07-14,27,Pacha
Tatiana Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-11,28,Pacha
Enrique Lopez,Confirmado,2023-07-10 00:00:00,2023-07-11,29,Pacha
Tatiana Garcia,Confirmado,2023-07-10 00:00:00,2023-07-13,30,Pacha
Carla Diaz,Cancelado,2023-07-10 00:00:00,2023-07-15,31,Pacha
Enrique Gonzales,Cancelado,2023-07-10 00:00:00,2023-07-12,60,Zouk Boulevard
Tatiana Martines,Confirmado,2023-07-10 00:00:00,2023-07-14,60,Zouk Boulevard
Alejandro Torres,Confirmado,2023-07-10 00:00:00,2023-07-15,61,Zouk Boulevard
Rodrigo Martines,Confirmado,2023-07-10 00:00:00,2023-07-12,66,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-13,68,Zouk Boulevard
Tatiana Martines,Confirmado,2023-07-10 00:00:00,2023-07-14,68,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-13,69,Zouk Boulevard
Alejandro Jimenez,Confirmado,2023-07-10 00:00:00,2023-07-14,69,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-07-10 00:00:00,2023-07-15,69,Zouk Boulevard
Maria Fernandez,Confirmado,2023-07-10 00:00:00,2023-07-11,70,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-13,70,Zouk Boulevard
Rodrigo Perez,Confirmado,2023-07-10 00:00:00,2023-07-13,71,Zouk Boulevard
Julio Fernandez,Confirmado,2023-07-10 00:00:00,2023-07-14,71,Zouk Boulevard
Maria Pedregal,Confirmado,2023-07-10 00:00:00,2023-07-14,72,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-10 00:00:00,2023-07-15,74,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-10 00:00:00,2023-07-12,76,Zouk Boulevard
Pedro Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-13,76,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-07-10 00:00:00,2023-07-11,77,Zouk Boulevard
Maria Diaz,Confirmado,2023-07-10 00:00:00,2023-07-12,105,Forum
Belen Garcia,Confirmado,2023-07-10 00:00:00,2023-07-13,105,Forum
Pedro Pedregal,Confirmado,2023-07-10 00:00:00,2023-07-12,107,Forum
Bruno Diaz,Confirmado,2023-07-10 00:00:00,2023-07-14,111,Forum
Rodrigo Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-15,111,Forum
Tatiana Garcia,Confirmado,2023-07-10 00:00:00,2023-07-12,112,Forum
Belen Diaz,Confirmado,2023-07-10 00:00:00,2023-07-14,112,Forum
Julio Lopez,Confirmado,2023-07-10 00:00:00,2023-07-15,112,Forum
Julio Perez,Confirmado,2023-07-10 00:00:00,2023-07-13,113,Forum
Carlos Pedregal,Confirmado,2023-07-10 00:00:00,2023-07-12,114,Forum
Pedro Gonzales,Confirmado,2023-07-10 00:00:00,2023-07-11,115,Forum
Rodrigo Lopez,Confirmado,2023-07-10 00:00:00,2023-07-12,116,Forum
Tatiana Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-11,117,Forum
Carla Diaz,Confirmado,2023-07-10 00:00:00,2023-07-11,118,Forum
Alejandro Lopez,Confirmado,2023-07-10 00:00:00,2023-07-14,118,Forum
Belen Alonso,Confirmado,2023-07-10 00:00:00,2023-07-11,119,Forum
Bruno Diaz,Confirmado,2023-07-10 00:00:00,2023-07-14,119,Forum
Enrique Martines,Confirmado,2023-07-10 00:00:00,2023-07-11,120,Forum
Carlos Torres,Confirmado,2023-07-10 00:00:00,2023-07-14,121,Forum
Maria Pedregal,Confirmado,2023-07-10 00:00:00,2023-07-13,122,Forum
Maria Jimenez,Confirmado,2023-07-10 00:00:00,2023-07-12,125,Forum
Facundo Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-11,127,Forum
Rodrigo Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-15,127,Forum
Carla Sanchez,Confirmado,2023-07-10 00:00:00,2023-07-14,128,Forum
Maria Castillo,Confirmado,2023-07-10 00:00:00,2023-07-15,128,Forum
Carla Gonzales,Confirmado,2023-07-11 00:00:00,2023-07-14,2,Malegria
Bruno Diaz,Confirmado,2023-07-11 00:00:00,2023-07-12,4,Malegria
Bruno Diaz,Confirmado,2023-07-11 00:00:00,2023-07-13,4,Malegria
Facundo Gonzales,Confirmado,2023-07-11 00:00:00,2023-07-13,7,Malegria
Tatiana Garcia,Confirmado,2023-07-11 00:00:00,2023-07-14,10,Malegria
Pedro Jimenez,Confirmado,2023-07-11 00:00:00,2023-07-15,11,Malegria
Rodrigo Fernandez,Cancelado,2023-07-11 00:00:00,2023-07-13,13,Malegria
Bruno Jimenez,Confirmado,2023-07-11 00:00:00,2023-07-14,13,Malegria
Belen Pedregal,Confirmado,2023-07-11 00:00:00,2023-07-14,14,Malegria
Tatiana Pedregal,Cancelado,2023-07-11 00:00:00,2023-07-15,15,Malegria
Facundo Perez,Confirmado,2023-07-11 00:00:00,2023-07-12,16,Pacha
Belen Garcia,Confirmado,2023-07-11 00:00:00,2023-07-15,17,Pacha
Maria Torres,Confirmado,2023-07-11 00:00:00,2023-07-12,18,Pacha
Juan Fernandez,Confirmado,2023-07-11 00:00:00,2023-07-14,18,Pacha
Enrique Garcia,Confirmado,2023-07-11 00:00:00,2023-07-14,25,Pacha
Pedro Sanchez,Cancelado,2023-07-11 00:00:00,2023-07-13,26,Pacha
Julio Lopez,Confirmado,2023-07-11 00:00:00,2023-07-13,28,Pacha
Alejandro Jimenez,Confirmado,2023-07-11 00:00:00,2023-07-14,28,Pacha
Enrique Diaz,Confirmado,2023-07-11 00:00:00,2023-07-15,28,Pacha
Carlos Lopez,Confirmado,2023-07-11 00:00:00,2023-07-14,29,Pacha
Bruno Gonzales,Confirmado,2023-07-11 00:00:00,2023-07-14,30,Pacha
Julio Fernandez,Confirmado,2023-07-11 00:00:00,2023-07-12,31,Pacha
Maria Pedregal,Confirmado,2023-07-11 00:00:00,2023-07-12,32,Pacha
Fausto Jimenez,Confirmado,2023-07-11 00:00:00,2023-07-14,32,Pacha
Enrique Martines,Cancelado,2023-07-11 00:00:00,2023-07-15,32,Pacha
Maria Perez,Cancelado,2023-07-11 00:00:00,2023-07-12,58,Zouk Boulevard
Carla Alonso,Confirmado,2023-07-11 00:00:00,2023-07-13,59,Zouk Boulevard
Maria Diaz,Confirmado,2023-07-11 00:00:00,2023-07-13,60,Zouk Boulevard
Carla Pedregal,Confirmado,2023-07-11 00:00:00,2023-07-12,61,Zouk Boulevard
Belen Diaz,Confirmado,2023-07-11 00:00:00,2023-07-15,65,Zouk Boulevard
Tatiana Martines,Cancelado,2023-07-11 00:00:00,2023-07-14,66,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-07-11 00:00:00,2023-07-14,67,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-11 00:00:00,2023-07-12,69,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-11 00:00:00,2023-07-15,71,Zouk Boulevard
Maria Pedregal,Confirmado,2023-07-11 00:00:00,2023-07-14,104,Forum
Carla Sanchez,Confirmado,2023-07-11 00:00:00,2023-07-12,106,Forum
Rodrigo Diaz,Confirmado,2023-07-11 00:00:00,2023-07-13,107,Forum
Rodrigo Perez,Confirmado,2023-07-11 00:00:00,2023-07-14,107,Forum
Julio Perez,Confirmado,2023-07-11 00:00:00,2023-07-15,107,Forum
Rodrigo Diaz,Confirmado,2023-07-11 00:00:00,2023-07-13,112,Forum
Pedro Garcia,Confirmado,2023-07-11 00:00:00,2023-07-14,113,Forum
Tatiana Pedregal,Confirmado,2023-07-11 00:00:00,2023-07-15,113,Forum
Carla Diaz,Confirmado,2023-07-11 00:00:00,2023-07-14,115,Forum
Maria Lopez,Confirmado,2023-07-11 00:00:00,2023-07-14,117,Forum
Belen Castillo,Confirmado,2023-07-11 00:00:00,2023-07-13,118,Forum
Carla Alonso,Confirmado,2023-07-11 00:00:00,2023-07-15,119,Forum
Julio Ramirez,Confirmado,2023-07-11 00:00:00,2023-07-12,121,Forum
Belen Alonso,Confirmado,2023-07-11 00:00:00,2023-07-12,122,Forum
Rodrigo Garcia,Confirmado,2023-07-11 00:00:00,2023-07-13,124,Forum
Facundo Gonzales,Confirmado,2023-07-11 00:00:00,2023-07-14,125,Forum
Carlos Perez,Confirmado,2023-07-11 00:00:00,2023-07-15,126,Forum
Belen Alonso,Confirmado,2023-07-12 00:00:00,2023-07-15,3,Malegria
Julio Lopez,Confirmado,2023-07-12 00:00:00,2023-07-15,7,Malegria
Bruno Fernandez,Confirmado,2023-07-12 00:00:00,2023-07-15,14,Malegria
Rodrigo Lopez,Confirmado,2023-07-12 00:00:00,2023-07-13,17,Pacha
Belen Pedregal,Cancelado,2023-07-12 00:00:00,2023-07-13,19,Pacha
Carla Fernandez,Confirmado,2023-07-12 00:00:00,2023-07-14,20,Pacha
Carla Alonso,Confirmado,2023-07-12 00:00:00,2023-07-13,21,Pacha
Facundo Sanchez,Confirmado,2023-07-12 00:00:00,2023-07-15,21,Pacha
Belen Martines,Confirmado,2023-07-12 00:00:00,2023-07-13,29,Pacha
Facundo Ramirez,Confirmado,2023-07-12 00:00:00,2023-07-15,29,Pacha
Carlos Pedregal,Confirmado,2023-07-12 00:00:00,2023-07-14,31,Pacha
Juan Garcia,Confirmado,2023-07-12 00:00:00,2023-07-13,32,Pacha
Facundo Gonzales,Confirmado,2023-07-12 00:00:00,2023-07-13,61,Zouk Boulevard
Rodrigo Perez,Cancelado,2023-07-12 00:00:00,2023-07-14,65,Zouk Boulevard
Tatiana Martines,Confirmado,2023-07-12 00:00:00,2023-07-13,66,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-07-12 00:00:00,2023-07-15,66,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-12 00:00:00,2023-07-15,68,Zouk Boulevard
Belen Alonso,Confirmado,2023-07-12 00:00:00,2023-07-13,72,Zouk Boulevard
Pedro Pedregal,Confirmado,2023-07-12 00:00:00,2023-07-14,73,Zouk Boulevard
Fausto Jimenez,Confirmado,2023-07-12 00:00:00,2023-07-13,75,Zouk Boulevard
Belen Pedregal,Confirmado,2023-07-12 00:00:00,2023-07-13,77,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-07-12 00:00:00,2023-07-15,102,Forum
Alejandro Lopez,Confirmado,2023-07-12 00:00:00,2023-07-15,103,Forum
Belen Castillo,Confirmado,2023-07-12 00:00:00,2023-07-14,108,Forum
Tatiana Pedregal,Confirmado,2023-07-12 00:00:00,2023-07-13,110,Forum
Maria Lopez,Confirmado,2023-07-12 00:00:00,2023-07-14,114,Forum
Carla Alonso,Confirmado,2023-07-12 00:00:00,2023-07-15,115,Forum
Julio Perez,Confirmado,2023-07-12 00:00:00,2023-07-13,116,Forum
Belen Alonso,Confirmado,2023-07-12 00:00:00,2023-07-15,116,Forum
Maria Castillo,Confirmado,2023-07-12 00:00:00,2023-07-15,117,Forum
Facundo Perez,Confirmado,2023-07-12 00:00:00,2023-07-14,122,Forum
Facundo Ramirez,Confirmado,2023-07-12 00:00:00,2023-07-14,123,Forum
Facundo Gonzales,Cancelado,2023-07-12 00:00:00,2023-07-13,125,Forum
Belen Diaz,Confirmado,2023-07-12 00:00:00,2023-07-13,127,Forum
Rodrigo Alonso,Cancelado,2023-07-12 00:00:00,2023-07-14,127,Forum
Rodrigo Alonso,Confirmado,2023-07-12 00:00:00,2023-07-13,128,Forum
Belen Castillo,Confirmado,2023-07-13 00:00:00,2023-07-15,1,Malegria
Carla Pedregal,Confirmado,2023-07-13 00:00:00,2023-07-14,3,Malegria
Rodrigo Martines,Confirmado,2023-07-13 00:00:00,2023-07-15,4,Malegria
Rodrigo Gonzales,Confirmado,2023-07-13 00:00:00,2023-07-14,7,Malegria
Facundo Perez,Confirmado,2023-07-13 00:00:00,2023-07-15,8,Malegria
Maria Jimenez,Confirmado,2023-07-13 00:00:00,2023-07-14,9,Malegria
Carlos Pedregal,Confirmado,2023-07-13 00:00:00,2023-07-15,9,Malegria
Carla Fernandez,Confirmado,2023-07-13 00:00:00,2023-07-14,11,Malegria
Rodrigo Martines,Confirmado,2023-07-13 00:00:00,2023-07-15,13,Malegria
Rodrigo Perez,Confirmado,2023-07-13 00:00:00,2023-07-14,17,Pacha
Pedro Alonso,Confirmado,2023-07-13 00:00:00,2023-07-14,19,Pacha
Pedro Gonzales,Confirmado,2023-07-13 00:00:00,2023-07-14,26,Pacha
Juan Diaz,Confirmado,2023-07-13 00:00:00,2023-07-15,30,Pacha
Maria Diaz,Confirmado,2023-07-13 00:00:00,2023-07-14,59,Zouk Boulevard
Rodrigo Fernandez,Cancelado,2023-07-13 00:00:00,2023-07-15,60,Zouk Boulevard
Bruno Alonso,Confirmado,2023-07-13 00:00:00,2023-07-14,74,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-07-13 00:00:00,2023-07-14,75,Zouk Boulevard
Tatiana Garcia,Confirmado,2023-07-13 00:00:00,2023-07-15,75,Zouk Boulevard
Carla Fernandez,Confirmado,2023-07-13 00:00:00,2023-07-14,76,Zouk Boulevard
Bruno Martines,Confirmado,2023-07-13 00:00:00,2023-07-15,76,Zouk Boulevard
Bruno Alonso,Confirmado,2023-07-13 00:00:00,2023-07-14,102,Forum
Rodrigo Gonzales,Confirmado,2023-07-13 00:00:00,2023-07-14,103,Forum
Rodrigo Alonso,Cancelado,2023-07-13 00:00:00,2023-07-15,104,Forum
Maria Fernandez,Confirmado,2023-07-13 00:00:00,2023-07-14,105,Forum
Rodrigo Sanchez,Confirmado,2023-07-13 00:00:00,2023-07-15,108,Forum
Enrique Lopez,Confirmado,2023-07-13 00:00:00,2023-07-15,109,Forum
Juan Garcia,Confirmado,2023-07-13 00:00:00,2023-07-14,110,Forum
Maria Perez,Confirmado,2023-07-13 00:00:00,2023-07-15,110,Forum
Belen Diaz,Confirmado,2023-07-13 00:00:00,2023-07-15,114,Forum
Fausto Jimenez,Confirmado,2023-07-13 00:00:00,2023-07-14,126,Forum
Rodrigo Garcia,Confirmado,2023-07-14 00:00:00,2023-07-15,10,Malegria
Rodrigo Sanchez,Confirmado,2023-07-14 00:00:00,2023-07-15,16,Pacha
Rodrigo Gonzales,Confirmado,2023-07-14 00:00:00,2023-07-15,18,Pacha
Carla Fernandez,Confirmado,2023-07-14 00:00:00,2023-07-15,25,Pacha
Carla Alonso,Confirmado,2023-07-14 00:00:00,2023-07-15,27,Pacha
Bruno Gonzales,Confirmado,2023-07-14 00:00:00,2023-07-15,58,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-07-14 00:00:00,2023-07-15,67,Zouk Boulevard
Belen Castillo,Confirmado,2023-07-14 00:00:00,2023-07-15,72,Zouk Boulevard
Rodrigo Lopez,Confirmado,2023-07-14 00:00:00,2023-07-15,73,Zouk Boulevard
Carla Alonso,Confirmado,2023-07-14 00:00:00,2023-07-15,106,Forum
Bruno Alonso,Confirmado,2023-07-14 00:00:00,2023-07-15,118,Forum
Rodrigo Lopez,Confirmado,2023-07-14 00:00:00,2023-07-15,121,Forum
Belen Martines,Confirmado,2023-07-16 00:00:00,2023-07-16,1,Malegria
Facundo Gonzales,Cancelado,2023-07-16 00:00:00,2023-07-17,1,Malegria
Belen Alonso,Confirmado,2023-07-16 00:00:00,2023-07-21,2,Malegria
Pedro Garcia,Confirmado,2023-07-16 00:00:00,2023-07-20,4,Malegria
Alejandro Lopez,Confirmado,2023-07-16 00:00:00,2023-07-22,4,Malegria
Rodrigo Diaz,Confirmado,2023-07-16 00:00:00,2023-07-18,7,Malegria
Juan Diaz,Confirmado,2023-07-16 00:00:00,2023-07-20,7,Malegria
Belen Pedregal,Confirmado,2023-07-16 00:00:00,2023-07-16,8,Malegria
Rodrigo Alonso,Confirmado,2023-07-16 00:00:00,2023-07-18,9,Malegria
Carla Alonso,Confirmado,2023-07-16 00:00:00,2023-07-19,9,Malegria
Enrique Gonzales,Confirmado,2023-07-16 00:00:00,2023-07-19,10,Malegria
Belen Alonso,Confirmado,2023-07-16 00:00:00,2023-07-21,11,Malegria
Alejandro Pedregal,Confirmado,2023-07-16 00:00:00,2023-07-20,12,Malegria
Belen Castillo,Confirmado,2023-07-16 00:00:00,2023-07-17,13,Malegria
Carlos Perez,Confirmado,2023-07-16 00:00:00,2023-07-17,14,Malegria
Maria Castillo,Confirmado,2023-07-16 00:00:00,2023-07-21,15,Malegria
Juan Diaz,Confirmado,2023-07-16 00:00:00,2023-07-17,16,Pacha
Tatiana Fernandez,Confirmado,2023-07-16 00:00:00,2023-07-21,17,Pacha
Bruno Martines,Confirmado,2023-07-16 00:00:00,2023-07-19,18,Pacha
Julio Perez,Confirmado,2023-07-16 00:00:00,2023-07-17,19,Pacha
Rodrigo Sanchez,Confirmado,2023-07-16 00:00:00,2023-07-20,20,Pacha
Tatiana Fernandez,Confirmado,2023-07-16 00:00:00,2023-07-22,20,Pacha
Carla Sanchez,Cancelado,2023-07-16 00:00:00,2023-07-20,21,Pacha
Rodrigo Sanchez,Confirmado,2023-07-16 00:00:00,2023-07-21,21,Pacha
Tatiana Sanchez,Confirmado,2023-07-16 00:00:00,2023-07-17,25,Pacha
Rodrigo Diaz,Confirmado,2023-07-16 00:00:00,2023-07-17,29,Pacha
Tatiana Pedregal,Confirmado,2023-07-16 00:00:00,2023-07-16,30,Pacha
Tatiana Garcia,Confirmado,2023-07-16 00:00:00,2023-07-17,30,Pacha
Enrique Garcia,Confirmado,2023-07-16 00:00:00,2023-07-22,30,Pacha
